"","logA","logSmax","logSigma","Scale"
"59",0.644692913890017,2.96034504964905,-0.136871673216907,10000
"60",0.802127095235059,2.55662244763928,-0.523774881478509,10000
"61",0.713406882516349,2.24911249970532,-0.348713538381531,10000
"62",0.38707460285566,3.7919659100563,-0.25808368968699,10000
"63",0.560453186000057,2.9820991880276,-0.261188950331045,10000
"64",0.647563306026816,2.79452142526328,-0.166975379570456,10000
"65",0.565531344896659,3.22286187135672,-0.289907113833204,10000
"66",0.725063610347157,2.50466425446238,-0.439032866304735,10000
"67",0.580671683961887,3.09796527351886,-0.264890275149011,10000
"68",0.595019144093066,3.11709600999232,-0.27244436688186,10000
"69",0.758047563638478,2.37614489533786,-0.305142834439919,10000
"70",0.576339300079266,2.92569623633956,-0.414686106364265,10000
"71",0.74496014115082,2.69318996671823,-0.256925034271558,10000
"72",0.486605483366521,3.10176193351112,-0.261826914168831,10000
"73",0.893641859117073,0.392194672086076,-0.18417695699127,1e+05
"74",0.908682135897783,2.54602602570774,-0.402154979311346,10000
"75",0.477836623228364,2.89085092754844,-0.603671995345474,10000
"76",0.785377660208271,2.6269663632468,-0.325615294835664,10000
"77",0.636218358146696,2.63737940705779,-0.25571822951421,10000
"78",0.827505293541328,0.272076251174633,-0.24266472476181,1e+05
"79",1.1543935828632,1.99819277756327,-0.427443104052463,10000
"80",0.728215865696167,2.31883317597315,-0.275621055408909,10000
"81",0.650551957794776,3.02080437855655,-0.34400143306881,10000
"82",0.694812096684357,2.64473942531733,-0.364759947362107,10000
"83",0.696496950476655,2.57589705578896,-0.238133181458762,10000
"84",0.804905591888113,2.63453040632867,-0.25146726310122,10000
"85",0.833333645651547,0.527362143965039,-0.326609172454032,1e+05
"86",0.352219065754962,3.43251872534798,-0.281481847228083,10000
"87",0.794585302234567,0.595571852172553,-0.246483493040202,1e+05
"88",0.331795203040751,3.22283409337194,-0.155418812614453,10000
"89",0.516642870649646,3.02207303860856,-0.0796917134378907,10000
"90",0.751075143475855,0.59824912561681,-0.0890635324417957,1e+05
"91",0.780202140183335,0.425645586421682,-0.385966235977892,1e+05
"92",0.605879397441811,3.16171785891256,-0.293938194055696,10000
"93",0.729986450287833,0.542902837485873,-0.380168728722568,1e+05
"94",0.690997957873964,2.34089637560556,-0.131630394370662,10000
"95",0.750774543644728,0.430663698232653,-0.29824231054998,1e+05
"96",0.720569721715009,2.29452828389877,-0.32738178037906,10000
"97",0.484449472766971,3.47894191915798,-0.270556326205818,10000
"98",0.468339723099765,2.60419824561616,-0.278962843853238,10000
"99",0.611204900634151,2.52767518605835,-0.504952538907418,10000
"100",0.667185860998896,2.81184861645227,-0.324706425571346,10000
